0.3,0.4,0.5,0.6,0.7,0.8
-20,-0.5024,0.2071,-0.515,0.2129,-0.5304,0.2188,-0.5416,0.2247,-0.5578,1.07,-0.6906,0.3822
-19,-0.4805,0.1882,-0.4926,0.1935,-0.5074,0.1988,-0.5181,0.2041,-0.5335,1.06,-0.6625,0.3637
-18,-0.4582,0.1701,-0.4697,0.1749,-0.4838,0.1797,-0.4941,0.1845,-0.5088,1.05,-0.6334,0.3452
-17,-0.4355,0.1529,-0.4464,0.1571,-0.4598,0.1614,-0.4696,0.1657,-0.4835,1.04,-0.6034,0.3267
-16,-0.4125,0.1365,-0.4228,0.1403,-0.4355,0.1441,-0.4446,0.1479,-0.4579,1.03,-0.5725,0.3082
-15,-0.3893,0.121,-0.3989,0.1243,-0.4109,0.1277,-0.4194,0.1311,-0.432,1.02,-0.5406,0.2897
-14,-0.3661,0.1063,-0.375,0.1093,-0.3861,0.1122,-0.394,0.1152,-0.406,1.01,-0.5078,0.2712
-13,-0.3433,0.0926,-0.3514,0.0951,-0.3616,0.0977,-0.3688,0.1003,-0.3802,1,-0.4741,0.2527
-12,-0.3219,0.0796,-0.3288,0.0819,-0.338,0.0841,-0.3442,0.0864,-0.3554,0.990933333,-0.4397,0.2342
-11,-0.3039,0.0675,-0.3092,0.0694,-0.3168,0.0714,-0.3216,0.0733,-0.333,0.892383333,-0.4046,0.2157
-10,-0.2956,0.0558,-0.2975,0.0576,-0.3021,0.0594,-0.3041,0.0612,-0.3173,0.793833333,-0.3689,0.1972
-9,-0.3171,0.0437,-0.3097,0.0457,-0.3064,0.0476,-0.3017,0.0494,-0.3207,0.695283333,-0.3327,0.1787
-8,-0.4298,0.0293,-0.3982,0.0321,-0.372,0.0347,-0.3478,0.0372,-0.3831,0.596733333,-0.296,0.1602
-7,-0.6199,0.0152,-0.6033,0.0171,-0.5689,0.0196,-0.5261,0.0226,-0.5642,0.498183333,-0.2589,0.1417
-6,-0.5881,0.0125,-0.6177,0.0125,-0.6437,0.0127,-0.6738,0.0131,-0.6327,0.399633333,-0.2216,0.1232
-5,-0.4828,0.0105,-0.5087,0.011,-0.5345,0.0114,-0.5732,0.0123,-0.5147,0.3055,-0.1839,0.1047
-4,-0.3803,0.0105,-0.4,0.0107,-0.4209,0.0109,-0.4502,0.0115,-0.5138,0.1937,-0.1462,0.0862
-3,-0.2778,0.0105,-0.2913,0.0105,-0.3073,0.0106,-0.3272,0.011,-0.391,0.1084,-0.1086,0.0677
-2,-0.1753,0.0105,-0.1826,0.0103,-0.1937,0.0104,-0.2042,0.0106,-0.2483,0.0496,-0.0709,0.0492
-1,-0.0728,0.0105,-0.0739,0.0102,-0.0801,0.0102,-0.0812,0.0104,-0.1056,0.0173,-0.0333,0.0307
0,0.0297,0.0105,0.0348,0.0102,0.0335,0.0102,0.0418,0.0104,0.0371,0.0112,0.0054,0.017
1,0.1322,0.0105,0.1435,0.0103,0.1471,0.0103,0.1648,0.0105,0.1798,0.0308,0.0431,0.0352
2,0.2347,0.0105,0.2522,0.0104,0.2607,0.0105,0.2878,0.0109,0.3225,0.0769,0.0807,0.0534
3,0.3372,0.0105,0.3609,0.0106,0.3743,0.0108,0.4108,0.0113,0.4652,0.1494,0.1184,0.0716
4,0.4397,0.0105,0.4696,0.0109,0.4879,0.0112,0.5338,0.012,0.5143,0.2485,0.156,0.0898
5,0.5422,0.0105,0.5783,0.0112,0.6015,0.0117,0.6568,0.0165,0.5152,0.3741,0.1937,0.108
6,0.6447,0.0106,0.687,0.0116,0.7151,0.0123,0.7798,0.0317,0.516,0.5261,0.2313,0.1262
7,0.7472,0.0116,0.7957,0.0122,0.8287,0.0132,0.8406,0.0577,0.5169,0.7047,0.269,0.1444
8,0.8497,0.014,0.9044,0.0151,0.9423,0.0183,0.8222,0.0945,0.5194,0.8957,0.3066,0.1626
9,0.9522,0.0178,1.013,0.021,1.014,0.0286,0.8037,0.142,0.5475,0.8801,0.3443,0.1808
10,1.055,0.0229,1.122,0.0299,0.9178,0.0444,0.7853,0.2004,0.5756,0.8644,0.3819,0.199
11,1.157,0.0293,1.08,0.0418,0.8217,0.0655,0.7669,0.2695,0.6037,0.8488,0.4196,0.2172
12,1.113,0.0371,0.8306,0.0566,0.7607,0.0913,0.7618,0.3254,0.6318,0.8332,0.4572,0.2354
13,0.8378,0.0462,0.8018,0.0828,0.7815,0.1174,0.7827,0.3383,0.6599,0.8176,0.4949,0.2536
14,0.8526,0.0765,0.8215,0.111,0.8024,0.1436,0.8035,0.3512,0.6879,0.802,0.5325,0.2718
15,0.8702,0.1069,0.8412,0.1393,0.8232,0.1698,0.8244,0.3641,0.716,0.7864,0.5702,0.29
16,0.8879,0.1374,0.8608,0.1676,0.8441,0.196,0.8452,0.377,0.7441,0.7707,0.6078,0.3082
17,0.9055,0.1679,0.8805,0.1958,0.865,0.2222,0.8661,0.39,0.7722,0.7551,0.6454,0.3264
18,0.9232,0.1983,0.9002,0.2241,0.8858,0.2484,0.8869,0.4029,0.8003,0.7395,0.6831,0.3446
19,0.9409,0.2288,0.9199,0.2523,0.9067,0.2746,0.9077,0.4158,0.8284,0.7239,0.7207,0.3628
20,0.9585,0.2593,0.9395,0.2806,0.9275,0.3008,0.9286,0.4287,0.8564,0.7083,0.7584,0.381
21,0.9617,0.2898,0.9458,0.31,0.9334,0.33,0.9383,0.44,0.8722,0.6927,0.7658,0.3992
22,0.9644,0.3203,0.9517,0.33,0.9384,0.35,0.9476,0.46,0.8874,0.6771,0.7922,0.4174
