0.3,0.35,0.4,0.45,0.5,0.6,0.7,0.8,0.85,0.9
-60,-0.6853,1.271,-0.689,1.271,-0.712,1.309,-0.709,1.324,-0.711,1.346,-0.731,1.384,-0.737,1.421,-0.721,1.459,-0.832,1.474,-0.897,1.489
-59,-0.695,1.2454,-0.699,1.245,-0.722,1.282,-0.72,1.297,-0.721,1.319,-0.741,1.356,-0.747,1.393,-0.732,1.429,-0.843,1.444,-0.909,1.459
-58,-0.704,1.2194,-0.708,1.219,-0.731,1.256,-0.729,1.27,-0.73,1.292,-0.751,1.327,-0.757,1.363,-0.742,1.399,-0.853,1.414,-0.92,1.428
-57,-0.7123,1.1929,-0.716,1.193,-0.74,1.228,-0.737,1.242,-0.739,1.264,-0.76,1.299,-0.766,1.334,-0.751,1.369,-0.863,1.383,-0.93,1.396
-56,-0.7198,1.1659,-0.724,1.166,-0.747,1.201,-0.745,1.214,-0.747,1.235,-0.768,1.269,-0.775,1.304,-0.76,1.338,-0.871,1.352,-0.939,1.364
-55,-0.7265,1.1386,-0.73,1.139,-0.754,1.172,-0.752,1.186,-0.754,1.206,-0.775,1.24,-0.782,1.273,-0.767,1.307,-0.879,1.32,-0.947,1.332
-54,-0.7324,1.1109,-0.736,1.111,-0.76,1.144,-0.758,1.157,-0.76,1.177,-0.781,1.209,-0.789,1.242,-0.774,1.275,-0.885,1.288,-0.954,1.299
-53,-0.7376,1.0829,-0.741,1.083,-0.765,1.115,-0.763,1.128,-0.766,1.147,-0.787,1.179,-0.795,1.211,-0.781,1.243,-0.89,1.255,-0.96,1.266
-52,-0.7419,1.0546,-0.746,1.055,-0.77,1.086,-0.768,1.098,-0.77,1.117,-0.792,1.148,-0.8,1.179,-0.786,1.21,-0.895,1.222,-0.965,1.232
-51,-0.7455,1.026,-0.749,1.026,-0.773,1.057,-0.772,1.069,-0.774,1.087,-0.796,1.117,-0.804,1.147,-0.79,1.177,-0.898,1.189,-0.969,1.198
-50,-0.7483,0.9973,-0.752,0.997,-0.776,1.027,-0.774,1.039,-0.777,1.056,-0.799,1.086,-0.807,1.115,-0.794,1.144,-0.901,1.156,-0.972,1.164
-49,-0.7503,0.9683,-0.754,0.968,-0.778,0.997,-0.776,1.008,-0.779,1.026,-0.801,1.054,-0.81,1.083,-0.797,1.111,-0.902,1.122,-0.973,1.129
-48,-0.7514,0.9392,-0.755,0.939,-0.779,0.967,-0.778,0.978,-0.781,0.995,-0.802,1.022,-0.811,1.05,-0.799,1.078,-0.903,1.089,-0.974,1.095
-47,-0.7518,0.9099,-0.755,0.91,-0.779,0.937,-0.778,0.948,-0.781,0.964,-0.803,0.991,-0.812,1.017,-0.8,1.044,-0.902,1.055,-0.974,1.06
-46,-0.7514,0.8806,-0.755,0.881,-0.779,0.907,-0.778,0.917,-0.781,0.933,-0.803,0.959,-0.812,0.985,-0.8,1.01,-0.901,1.021,-0.973,1.025
-45,-0.7502,0.8512,-0.754,0.851,-0.777,0.877,-0.776,0.887,-0.78,0.902,-0.801,0.927,-0.811,0.952,-0.8,0.977,-0.898,0.987,-0.971,0.99
-44,-0.7481,0.8219,-0.752,0.822,-0.775,0.846,-0.774,0.856,-0.777,0.871,-0.799,0.895,-0.809,0.919,-0.798,0.943,-0.895,0.953,-0.967,0.955
-43,-0.7453,0.7925,-0.749,0.792,-0.772,0.816,-0.771,0.826,-0.774,0.839,-0.796,0.863,-0.806,0.886,-0.796,0.909,-0.89,0.919,-0.963,0.92
-42,-0.7417,0.7632,-0.745,0.763,-0.768,0.786,-0.767,0.795,-0.771,0.809,-0.792,0.831,-0.802,0.853,-0.793,0.876,-0.885,0.884,-0.958,0.885
-41,-0.7373,0.734,-0.741,0.734,-0.763,0.756,-0.763,0.765,-0.766,0.778,-0.788,0.799,-0.798,0.821,-0.789,0.842,-0.878,0.851,-0.952,0.85
-40,-0.7321,0.705,-0.735,0.705,-0.757,0.726,-0.757,0.735,-0.761,0.747,-0.782,0.767,-0.792,0.788,-0.784,0.809,-0.871,0.817,-0.944,0.816
-39,-0.7261,0.6761,-0.729,0.676,-0.751,0.696,-0.751,0.704,-0.755,0.716,-0.776,0.736,-0.786,0.756,-0.778,0.776,-0.863,0.784,-0.936,0.781
-38,-0.7193,0.6474,-0.723,0.647,-0.744,0.667,-0.744,0.675,-0.748,0.686,-0.768,0.705,-0.779,0.724,-0.771,0.743,-0.853,0.75,-0.927,0.747
-37,-0.7118,0.6189,-0.715,0.619,-0.735,0.638,-0.736,0.645,-0.74,0.656,-0.76,0.674,-0.771,0.692,-0.764,0.71,-0.843,0.717,-0.917,0.713
-36,-0.7035,0.5907,-0.707,0.591,-0.727,0.609,-0.727,0.616,-0.731,0.626,-0.751,0.643,-0.762,0.66,-0.755,0.678,-0.832,0.684,-0.906,0.679
-35,-0.6945,0.5628,-0.697,0.563,-0.717,0.58,-0.717,0.587,-0.721,0.596,-0.742,0.613,-0.752,0.629,-0.746,0.646,-0.82,0.652,-0.894,0.646
-34,-0.6848,0.5352,-0.688,0.535,-0.706,0.552,-0.707,0.558,-0.711,0.567,-0.731,0.583,-0.742,0.599,-0.736,0.614,-0.807,0.62,-0.881,0.613
-33,-0.6743,0.5081,-0.677,0.508,-0.695,0.524,-0.696,0.53,-0.7,0.538,-0.72,0.553,-0.73,0.568,-0.725,0.583,-0.793,0.589,-0.868,0.58
-32,-0.6631,0.4813,-0.666,0.481,-0.683,0.496,-0.684,0.502,-0.688,0.51,-0.707,0.524,-0.718,0.538,-0.713,0.552,-0.779,0.558,-0.854,0.548
-31,-0.6512,0.4549,-0.654,0.455,-0.67,0.469,-0.671,0.474,-0.675,0.482,-0.694,0.496,-0.705,0.509,-0.701,0.522,-0.763,0.527,-0.838,0.517
-30,-0.6387,0.4291,-0.641,0.429,-0.657,0.442,-0.658,0.447,-0.662,0.455,-0.68,0.467,-0.691,0.48,-0.687,0.492,-0.747,0.497,-0.822,0.486
